,Season,Round,Team,Opponent,Venue,Attendance,Formation,Opp Formation,xG,xGA,Poss,Sh,SoT,Dist,FK,PK,PKatt,GF,GA,Result
2158,2023,Matchweek 33,Spezia,Atalanta,Away,17417,4-3-3,3-4-1-2,1,0.8,44,9,4,18.4,0,0,0,2,3,L
2159,2023,Matchweek 34,Spezia,Cremonese,Away,10260,4-3-3,4-2-3-1,1.3,0.9,70,18,8,17.6,2,0,0,0,2,L
2160,2023,Matchweek 35,Spezia,Milan,Home,11366,3-5-2,4-2-3-1,1.8,1,41,14,4,15,1,0,0,2,0,W
2161,2023,Matchweek 36,Spezia,Lecce,Away,26022,3-5-2,4-3-3,0.8,0.3,60,14,0,22.3,3,0,0,0,0,D
2162,2023,Matchweek 37,Spezia,Torino,Home,10776,3-5-2,3-4-3,0.9,1,51,9,1,20.9,2,0,0,0,4,L
2163,2023,Matchweek 38,Spezia,Roma,Away,62242,3-5-2,4-3-3,1,2.2,32,8,2,22.6,1,0,0,1,2,L
2164,2023,Relegation tie-breaker,Spezia,Hellas Verona,Home,,3-5-2,3-4-3,1.9,0.8,68,16,8,18,1,0,1,1,3,L
2165,2023,Matchweek 1,Hellas Verona,Napoli,Home,16967,3-5-2,4-3-3,1.1,2.4,34,6,3,11.5,0,0,0,2,5,L
2166,2023,Matchweek 2,Hellas Verona,Bologna,Away,17725,3-5-2,3-4-1-2,1.9,0.8,48,19,3,17.2,0,0,0,1,1,D
2167,2023,Matchweek 3,Hellas Verona,Atalanta,Home,16106,3-5-2,3-4-3,0.5,0.8,49,14,2,25.7,0,0,0,0,1,L
2168,2023,Matchweek 4,Hellas Verona,Empoli,Away,7269,3-5-2,4-3-1-2,0.6,1.1,48,9,3,14.6,0,0,0,1,1,D
2169,2023,Matchweek 5,Hellas Verona,Sampdoria,Home,16675,3-5-2,4-3-1-2,2.5,0.8,49,17,9,16.3,0,0,0,2,1,W
2170,2023,Matchweek 6,Hellas Verona,Lazio,Away,38000,3-4-1-2,4-3-3,0.3,1.1,41,7,1,19.7,0,0,0,0,2,L
2171,2023,Matchweek 7,Hellas Verona,Fiorentina,Away,32216,3-4-1-2,4-2-3-1,0.6,2.4,56,8,1,17.7,0,0,0,0,2,L
2172,2023,Matchweek 8,Hellas Verona,Udinese,Home,15352,3-4-1-2,3-5-2,0.3,1.8,32,7,2,19.2,0,0,0,1,2,L
2173,2023,Matchweek 9,Hellas Verona,Salernitana,Away,15922,3-4-3,3-5-2,0.9,1.1,60,12,2,21.7,0,0,0,1,2,L
2174,2023,Matchweek 10,Hellas Verona,Milan,Home,22904,3-4-3,4-2-3-1,2.1,1.9,46,19,4,14.8,0,0,0,1,2,L
2175,2023,Matchweek 11,Hellas Verona,Sassuolo,Away,11368,3-4-1-2,4-3-3,1.4,1.5,49,13,5,16,1,0,0,1,2,L
2176,2023,Matchweek 12,Hellas Verona,Roma,Home,24000,3-4-3,3-5-2,0.3,3.1,33,7,3,24.1,0,0,0,1,3,L
2177,2023,Matchweek 13,Hellas Verona,Monza,Away,11723,3-4-3,3-4-3,0.4,1.3,26,7,2,24.7,1,0,0,0,2,L
2178,2023,Matchweek 14,Hellas Verona,Juventus,Home,21934,3-4-3,3-5-2,1.2,1.1,44,15,2,21.4,1,0,0,0,1,L
2179,2023,Matchweek 15,Hellas Verona,Spezia,Home,18000,3-4-3,3-5-2,2.1,0.8,45,18,5,16.2,1,0,0,1,2,L
2180,2023,Matchweek 16,Hellas Verona,Torino,Away,15000,3-4-3,3-4-3,0.9,0.4,33,10,2,15.7,0,0,0,1,1,D
2181,2023,Matchweek 17,Hellas Verona,Cremonese,Home,3804,3-4-3,4-2-3-1,1.5,0.8,47,9,4,15.7,1,0,0,2,0,W
2182,2023,Matchweek 18,Hellas Verona,Inter,Away,70734,3-4-3,3-5-2,0.3,0.7,43,6,1,19.3,0,0,0,0,1,L
2183,2023,Matchweek 19,Hellas Verona,Lecce,Home,19955,3-4-3,4-3-3,0.5,0.8,42,11,4,24.3,0,0,0,2,0,W
2184,2023,Matchweek 20,Hellas Verona,Udinese,Away,17276,3-4-3,3-5-2,0.8,1.8,45,10,2,19.1,0,0,0,1,1,D
2185,2023,Matchweek 21,Hellas Verona,Lazio,Home,20329,3-4-1-2,4-3-3,1.2,0.9,36,15,4,16.7,0,0,0,1,1,D
2186,2023,Matchweek 22,Hellas Verona,Salernitana,Home,17832,3-4-3,3-4-1-2,1.2,0.9,37,14,4,21.4,0,0,0,1,0,W
2187,2023,Matchweek 23,Hellas Verona,Roma,Away,61009,3-4-3,3-4-3,0.4,0.8,53,8,1,19.3,0,0,0,0,1,L
2188,2023,Matchweek 24,Hellas Verona,Fiorentina,Home,17787,3-4-1-2,4-2-3-1,1.2,1.4,47,12,3,16.3,0,0,0,0,3,L
2189,2023,Matchweek 25,Hellas Verona,Spezia,Away,10020,3-4-1-2,4-3-3,1.2,1.2,31,11,3,14.8,0,0,0,0,0,D
2190,2023,Matchweek 26,Hellas Verona,Monza,Home,18061,3-4-3,3-4-3,0.6,1.1,39,8,3,16.2,0,0,0,1,1,D
2191,2023,Matchweek 27,Hellas Verona,Sampdoria,Away,18228,3-4-3,3-4-3,1.3,1.2,56,16,5,17,2,0,0,1,3,L
2192,2023,Matchweek 28,Hellas Verona,Juventus,Away,40105,3-4-1-2,3-5-2,0.6,1.8,44,10,3,25,2,0,0,0,1,L
2193,2023,Matchweek 29,Hellas Verona,Sassuolo,Home,23660,3-5-2,4-3-3,0.5,1.8,40,11,2,23.4,1,0,0,2,1,W
2194,2023,Matchweek 30,Hellas Verona,Napoli,Away,39216,3-4-1-2,4-3-3,0.4,0.4,21,5,2,25.8,1,0,0,0,0,D
2195,2023,Matchweek 31,Hellas Verona,Bologna,Home,21031,4-2-3-1,4-3-3,1.4,1.3,27,8,4,20.3,1,1,1,2,1,W
2196,2023,Matchweek 32,Hellas Verona,Cremonese,Away,11645,4-2-3-1,4-3-1-2,1.1,0.7,49,14,6,13.9,0,0,0,1,1,D
2197,2023,Matchweek 33,Hellas Verona,Inter,Home,19409,4-4-1-1,3-5-2,0.5,2.4,26,7,2,15.2,0,0,0,0,6,L
2198,2023,Matchweek 34,Hellas Verona,Lecce,Away,24768,3-5-1-1,4-3-3,0.8,0.8,47,9,3,16.3,0,0,0,1,0,W
2199,2023,Matchweek 35,Hellas Verona,Torino,Home,19658,3-4-3,3-4-3,0.5,1.8,42,14,4,24.2,0,0,0,0,1,L
2200,2023,Matchweek 36,Hellas Verona,Atalanta,Away,9297,3-4-3,3-4-3,0.9,1.4,40,10,2,20.9,1,0,0,1,3,L
2201,2023,Matchweek 37,Hellas Verona,Empoli,Home,22831,3-5-2,4-2-3-1,1,1.2,38,13,4,15.6,0,0,0,1,1,D
2202,2023,Matchweek 38,Hellas Verona,Milan,Away,72102,3-5-2,4-2-3-1,0.8,2.4,23,6,1,19.2,0,0,0,1,3,L
2203,2023,Relegation tie-breaker,Hellas Verona,Spezia,Away,,3-4-3,3-5-2,0.8,1.9,32,9,5,16.8,0,0,0,3,1,W
2204,2023,Matchweek 1,Cremonese,Fiorentina,Away,34461,3-4-1-2,4-3-3,1.3,2,26,13,4,17.3,2,0,0,2,3,L
2205,2023,Matchweek 2,Cremonese,Roma,Away,60859,3-4-1-2,3-4-3,0.7,2.7,51,14,3,24.8,1,0,0,0,1,L
2206,2023,Matchweek 3,Cremonese,Torino,Home,11572,3-4-1-2,3-4-3,0.8,1.7,53,16,6,17,1,0,0,1,2,L
2207,2023,Matchweek 4,Cremonese,Inter,Away,70750,3-4-1-2,3-5-2,1.2,2.2,47,11,4,15.4,0,0,0,1,3,L
2208,2023,Matchweek 5,Cremonese,Sassuolo,Home,9105,3-4-1-2,4-3-3,0.4,1.5,46,10,0,20.6,1,0,0,0,0,D
2209,2023,Matchweek 6,Cremonese,Atalanta,Away,18252,3-4-3,3-4-3,0.6,0.7,42,7,4,18.2,0,0,0,1,1,D
2210,2023,Matchweek 7,Cremonese,Lazio,Home,12991,3-4-1-2,4-3-3,1.3,3.1,45,18,3,18.2,0,0,0,0,4,L
2211,2023,Matchweek 8,Cremonese,Lecce,Away,23377,4-2-3-1,4-1-4-1,1.6,1,46,12,3,17.6,0,1,1,1,1,D
2212,2023,Matchweek 9,Cremonese,Napoli,Home,14238,4-2-3-1,4-3-3,0.8,4.1,31,12,1,20.3,0,0,0,1,4,L
2213,2023,Matchweek 10,Cremonese,Spezia,Away,8400,4-2-3-1,4-3-3,2.1,1.5,46,24,4,18.1,1,0,0,2,2,D
2214,2023,Matchweek 11,Cremonese,Sampdoria,Home,13021,3-5-2,4-2-3-1,2,1.3,52,20,3,20,2,0,1,0,1,L
2215,2023,Matchweek 12,Cremonese,Udinese,Home,12810,3-4-1-2,3-5-2,0.7,1,42,13,2,16.7,1,0,0,0,0,D
2216,2023,Matchweek 13,Cremonese,Salernitana,Away,16780,3-4-1-2,3-5-2,1.7,1.3,49,11,4,17.9,0,0,1,2,2,D
2217,2023,Matchweek 14,Cremonese,Milan,Home,14610,3-5-2,3-4-1-2,0.3,1,29,6,1,20.9,0,0,0,0,0,D
2218,2023,Matchweek 15,Cremonese,Empoli,Away,8077,3-5-2,4-1-2-1-2,1.3,2.2,51,20,5,14.1,0,0,0,0,2,L
2219,2023,Matchweek 16,Cremonese,Juventus,Home,14896,3-4-1-2,3-5-1-1,0.9,1.6,45,13,3,18.4,1,0,0,0,1,L
2220,2023,Matchweek 17,Cremonese,Hellas Verona,Away,3804,4-2-3-1,3-4-3,0.8,1.5,53,14,5,21.3,0,0,0,0,2,L
2221,2023,Matchweek 18,Cremonese,Monza,Home,11519,3-4-3,3-4-3,0.7,2.2,50,11,7,17,0,0,0,2,3,L
2222,2023,Matchweek 19,Cremonese,Bologna,Away,15587,3-5-2,4-3-3,1.7,1.1,32,8,1,18,0,1,1,1,1,D
2223,2023,Matchweek 20,Cremonese,Inter,Home,14554,3-5-2,3-5-2,1,2.3,35,12,3,17.1,0,0,0,1,2,L
2224,2023,Matchweek 21,Cremonese,Lecce,Home,11189,3-5-2,4-3-3,0.6,1.5,58,12,3,20.4,0,0,0,0,2,L
2225,2023,Matchweek 22,Cremonese,Napoli,Away,50250,3-5-2,4-3-3,0.2,1.8,35,6,1,25.2,0,0,0,0,3,L
2226,2023,Matchweek 23,Cremonese,Torino,Away,19095,3-5-2,3-4-3,0.6,2.4,37,11,2,20.6,0,0,0,2,2,D
2227,2023,Matchweek 24,Cremonese,Roma,Home,11367,3-4-3,3-4-3,1,1.2,34,5,1,24.2,0,1,1,2,1,W
2228,2023,Matchweek 25,Cremonese,Sassuolo,Away,11587,3-4-3,4-3-3,1.2,1,46,13,5,13.9,0,0,0,2,3,L
2229,2023,Matchweek 26,Cremonese,Fiorentina,Home,11506,5-3-2,4-2-3-1,1.8,1.7,47,16,5,16.6,0,0,0,0,2,L
2230,2023,Matchweek 27,Cremonese,Monza,Away,12797,3-5-2,3-1-4-2,0.7,2,35,8,2,17.7,0,0,0,1,1,D
2231,2023,Matchweek 28,Cremonese,Atalanta,Home,11891,3-5-2,3-4-3,1.5,2.9,42,14,3,21.8,1,1,1,1,3,L
2232,2023,Matchweek 29,Cremonese,Sampdoria,Away,20421,3-4-1-2,4-2-3-1,1.3,2.1,51,17,4,15.9,1,0,0,3,2,W
2233,2023,Matchweek 30,Cremonese,Empoli,Home,8966,4-3-1-2,4-3-1-2,1.2,1.2,32,14,5,18.5,0,0,0,1,0,W
2234,2023,Matchweek 31,Cremonese,Udinese,Away,23455,4-3-1-2,3-5-1-1,0.9,1.6,52,12,2,15.7,0,0,0,0,3,L
2235,2023,Matchweek 32,Cremonese,Hellas Verona,Home,11645,4-3-1-2,4-2-3-1,0.7,1.1,51,12,5,19.9,0,0,0,1,1,D
2236,2023,Matchweek 33,Cremonese,Milan,Away,68136,4-2-3-1,4-2-3-1,1.2,1.6,27,6,2,19.7,0,0,0,1,1,D
2237,2023,Matchweek 34,Cremonese,Spezia,Home,10260,4-2-3-1,4-3-3,0.9,1.3,30,9,4,18,0,0,0,2,0,W
2238,2023,Matchweek 35,Cremonese,Juventus,Away,39439,5-4-1,3-5-1-1,0.1,1.6,31,3,2,29.1,0,0,0,0,2,L
2239,2023,Matchweek 36,Cremonese,Bologna,Home,11140,4-2-3-1,4-2-3-1,1.3,2.6,37,13,2,15.4,1,0,0,1,5,L
2240,2023,Matchweek 37,Cremonese,Lazio,Away,64171,5-3-2,4-3-3,0.6,1.9,42,11,5,21,1,0,0,2,3,L
2241,2023,Matchweek 38,Cremonese,Salernitana,Home,10308,3-5-2,3-4-3,1.4,0.7,42,11,3,20.9,1,1,1,2,0,W
2242,2023,Matchweek 1,Sampdoria,Atalanta,Home,20047,4-1-4-1,3-4-1-2,1,2.2,55,11,1,20.7,2,0,0,0,2,L
2243,2023,Matchweek 2,Sampdoria,Juventus,Home,27573,4-1-4-1,4-3-3,0.9,0.8,48,9,1,20.2,2,0,0,0,0,D
2244,2023,Matchweek 3,Sampdoria,Salernitana,Away,19116,4-1-4-1,3-5-2,1.8,1.7,55,17,6,12.8,0,0,0,0,4,L
2245,2023,Matchweek 4,Sampdoria,Lazio,Home,18499,4-1-4-1,4-3-3,0.8,1.5,44,10,3,18.9,0,0,0,1,1,D
2246,2023,Matchweek 5,Sampdoria,Hellas Verona,Away,16675,4-3-1-2,3-5-2,0.8,2.5,51,11,3,17.9,0,0,0,1,2,L
2247,2023,Matchweek 6,Sampdoria,Milan,Home,23049,4-1-4-1,4-2-3-1,0.7,1.7,57,10,4,14.3,0,0,0,1,2,L
2248,2023,Matchweek 7,Sampdoria,Spezia,Away,10000,4-1-4-1,3-5-2,0.9,0.7,48,11,8,22,1,0,0,1,2,L
2249,2023,Matchweek 8,Sampdoria,Monza,Home,19806,4-1-4-1,3-4-3,0.1,1.4,50,3,1,26.3,0,0,0,0,3,L
2250,2023,Matchweek 9,Sampdoria,Bologna,Away,20871,4-1-4-1,4-2-3-1,0.6,0.8,49,9,3,21,0,0,0,1,1,D
2251,2023,Matchweek 10,Sampdoria,Roma,Home,20803,4-4-2,3-4-1-2,0.2,1.8,59,8,1,23.6,1,0,0,0,1,L
2252,2023,Matchweek 11,Sampdoria,Cremonese,Away,13021,4-2-3-1,3-5-2,1.3,2,48,8,4,19.2,2,0,0,1,0,W
2253,2023,Matchweek 12,Sampdoria,Inter,Away,73311,4-4-1-1,3-5-2,0.5,2,49,9,2,19.2,0,0,0,0,3,L
2254,2023,Matchweek 13,Sampdoria,Fiorentina,Home,19226,5-3-2,4-3-3,0.8,0.9,49,14,2,19.1,0,0,0,0,2,L
2255,2023,Matchweek 14,Sampdoria,Torino,Away,15593,3-5-2,3-4-3,0.5,0.5,49,11,1,20.5,0,0,0,0,2,L
2256,2023,Matchweek 15,Sampdoria,Lecce,Home,20211,3-4-1-2,4-3-3,0.7,0.6,57,11,2,18.8,0,0,0,0,2,L
2257,2023,Matchweek 16,Sampdoria,Sassuolo,Away,8000,3-4-1-2,4-3-3,1.3,1.8,33,9,4,13.5,0,0,0,2,1,W
2258,2023,Matchweek 17,Sampdoria,Napoli,Home,24490,3-4-1-2,4-3-3,0.6,3.2,34,9,2,21,0,0,0,0,2,L
2259,2023,Matchweek 18,Sampdoria,Empoli,Away,10364,3-4-1-2,4-3-1-2,0.9,1.4,50,16,7,21.9,0,0,0,0,1,L
2260,2023,Matchweek 19,Sampdoria,Udinese,Home,18642,3-4-1-2,3-5-2,1.3,1.3,54,9,1,14.9,0,0,0,0,1,L
2261,2023,Matchweek 20,Sampdoria,Atalanta,Away,19095,3-4-3,3-4-3,0.8,1.8,39,15,5,18.8,0,0,0,0,2,L
2262,2023,Matchweek 21,Sampdoria,Monza,Away,11950,3-4-3,3-4-3,1.2,2.1,28,11,6,15.5,0,0,0,2,2,D
2263,2023,Matchweek 22,Sampdoria,Inter,Home,21575,3-4-1-2,3-5-2,0.5,1.8,35,7,2,15.9,0,0,0,0,0,D
2264,2023,Matchweek 23,Sampdoria,Bologna,Home,18269,3-4-1-2,4-2-3-1,2.3,0.9,41,7,2,24.9,2,1,2,1,2,L
2265,2023,Matchweek 24,Sampdoria,Lazio,Away,35000,3-4-1-2,4-3-3,0.5,1.6,43,8,2,17.5,0,0,0,0,1,L
2266,2023,Matchweek 25,Sampdoria,Salernitana,Home,20353,3-4-3,3-4-3,0.5,0.8,56,9,3,18.1,0,0,0,0,0,D
2267,2023,Matchweek 26,Sampdoria,Juventus,Away,35166,3-4-3,3-5-1-1,0.8,2.8,44,9,3,17.1,0,0,0,2,4,L
2268,2023,Matchweek 27,Sampdoria,Hellas Verona,Home,18228,3-4-3,3-4-3,1.2,1.3,44,11,4,13.7,0,0,0,3,1,W
2269,2023,Matchweek 28,Sampdoria,Roma,Away,62108,4-3-2-1,4-2-3-1,0.3,3,49,6,3,21.3,1,0,0,0,3,L
2270,2023,Matchweek 29,Sampdoria,Cremonese,Home,20421,4-2-3-1,3-4-1-2,2.1,1.3,49,13,8,14.3,0,0,0,2,3,L
2271,2023,Matchweek 30,Sampdoria,Lecce,Away,22471,4-2-3-1,4-1-4-1,0.6,2.6,58,8,1,19.7,3,0,0,1,1,D
2272,2023,Matchweek 31,Sampdoria,Spezia,Home,19181,3-4-1-2,4-3-3,1.4,2.5,45,13,2,11.3,0,0,0,1,1,D
2273,2023,Matchweek 32,Sampdoria,Fiorentina,Away,30602,3-4-1-2,4-2-3-1,0.4,1.7,33,4,1,14.2,0,0,0,0,5,L
2274,2023,Matchweek 33,Sampdoria,Torino,Home,16865,3-4-1-2,3-4-3,0.3,2,41,7,0,17.7,0,0,0,0,2,L
2275,2023,Matchweek 34,Sampdoria,Udinese,Away,20430,3-4-1-2,3-5-2,0.9,1,54,11,3,21.1,1,0,0,0,2,L
2276,2023,Matchweek 35,Sampdoria,Empoli,Home,16867,3-4-1-2,4-2-3-1,1.3,1.6,42,13,3,16.5,1,0,0,1,1,D
2277,2023,Matchweek 36,Sampdoria,Milan,Away,72105,4-1-4-1,4-2-3-1,0.6,3.8,38,6,3,17.5,0,0,0,1,5,L
2278,2023,Matchweek 37,Sampdoria,Sassuolo,Home,18430,3-4-1-2,4-3-3,2.2,2.9,48,17,3,15,0,0,0,2,2,D
2279,2023,Matchweek 38,Sampdoria,Napoli,Away,55000,4-4-1-1,4-3-3,0.6,2,27,6,4,10.6,0,0,0,0,2,L
2280,2022,Matchweek 1,Milan,Sampdoria,Away,5000,4-2-3-1,4-4-2,0.9,1.1,50,11,4,19.7,0,0,0,1,0,W
2281,2022,Matchweek 2,Milan,Cagliari,Home,31946,4-2-3-1,3-5-2,2.7,0.6,57,17,4,19,1,1,1,4,1,W
2282,2022,Matchweek 3,Milan,Lazio,Home,36207,4-2-3-1,4-3-3,2.9,0.3,47,18,3,20,0,0,1,2,0,W
2283,2022,Matchweek 4,Milan,Juventus,Away,18785,4-2-3-1,4-4-2,0.8,1.3,56,13,3,23,1,0,0,1,1,D
2284,2022,Matchweek 5,Milan,Venezia,Home,26185,4-2-3-1,4-3-3,1.6,0.8,66,14,4,17.6,2,0,0,2,0,W
2285,2022,Matchweek 6,Milan,Spezia,Away,3618,4-2-3-1,4-1-4-1,1.3,1.1,63,18,5,18,1,0,0,2,1,W
2286,2022,Matchweek 7,Milan,Atalanta,Away,9363,4-2-3-1,3-4-1-2,2.7,2.1,44,13,7,17.3,0,0,0,3,2,W
2287,2022,Matchweek 8,Milan,Hellas Verona,Home,40128,4-2-3-1,3-4-3,1.7,1.6,54,16,3,20.9,0,1,1,3,2,W
2288,2022,Matchweek 9,Milan,Bologna,Away,22167,4-2-3-1,3-4-3,1,0.9,63,15,7,18.6,1,0,0,4,2,W
2289,2022,Matchweek 10,Milan,Torino,Home,35929,4-2-3-1,3-4-3,0.9,0.6,45,10,2,21.2,0,0,0,1,0,W
2290,2022,Matchweek 11,Milan,Roma,Away,51001,4-2-3-1,4-2-3-1,1.8,1.3,50,7,2,19.9,2,1,1,2,1,W
2291,2022,Matchweek 12,Milan,Inter,Home,56608,4-2-3-1,3-5-2,1,2.6,50,16,4,18.9,1,0,0,1,1,D
2292,2022,Matchweek 13,Milan,Fiorentina,Away,32567,4-2-3-1,4-3-3,2,1.2,55,17,7,15.6,0,0,0,3,4,L
2293,2022,Matchweek 14,Milan,Sassuolo,Home,52824,4-2-3-1,4-3-3,0.8,1,50,15,2,17.3,0,0,0,1,3,L
2294,2022,Matchweek 15,Milan,Genoa,Away,14000,4-2-3-1,3-5-2,1.2,0.5,58,18,5,19.1,1,0,0,3,0,W
2295,2022,Matchweek 16,Milan,Salernitana,Home,43609,4-2-3-1,4-4-1-1,2.1,0.2,70,22,8,17.4,0,0,0,2,0,W
2296,2022,Matchweek 17,Milan,Udinese,Away,16385,4-2-3-1,3-5-2,0.9,2.4,66,12,1,15.1,0,0,0,1,1,D
2297,2022,Matchweek 18,Milan,Napoli,Home,54647,4-2-3-1,4-2-3-1,0.4,0.8,49,12,2,20.2,0,0,0,0,1,L
2298,2022,Matchweek 19,Milan,Empoli,Away,10596,4-2-3-1,4-3-1-2,1.2,1.6,45,18,8,18.1,2,0,0,4,2,W
2299,2022,Matchweek 20,Milan,Roma,Home,35870,4-2-3-1,3-1-4-2,2.9,0.6,54,17,3,23.1,1,1,2,3,1,W
2300,2022,Matchweek 21,Milan,Venezia,Away,5000,4-2-3-1,4-3-2-1,2.9,0.5,61,17,6,17.4,1,1,1,3,0,W
2301,2022,Matchweek 22,Milan,Spezia,Home,5000,4-2-3-1,4-3-3,2.2,1.5,60,24,8,17.7,1,0,1,1,2,L
2302,2022,Matchweek 23,Milan,Juventus,Home,5000,4-2-3-1,4-4-2,0.6,0.4,47,14,4,22,1,0,0,0,0,D
2303,2022,Matchweek 24,Milan,Inter,Away,37918,4-2-3-1,3-5-2,1.4,1,54,10,3,20.5,1,0,0,2,1,W
2304,2022,Matchweek 25,Milan,Sampdoria,Home,35710,4-2-3-1,4-4-1-1,1.2,0.2,50,15,7,15,0,0,0,1,0,W
2305,2022,Matchweek 26,Milan,Salernitana,Away,18449,4-2-3-1,4-2-3-1,1.3,1,60,13,5,19.5,1,0,0,2,2,D
2306,2022,Matchweek 27,Milan,Udinese,Home,44588,4-2-3-1,3-5-2,1,1.3,62,9,3,18.3,0,0,0,1,1,D
2307,2022,Matchweek 28,Milan,Napoli,Away,42000,4-3-3,4-2-3-1,1.2,0.4,40,12,7,19.4,0,0,0,1,0,W
2308,2022,Matchweek 29,Milan,Empoli,Home,48801,4-2-3-1,4-3-2-1,0.7,0.3,53,15,5,15.7,1,0,0,1,0,W
2309,2022,Matchweek 30,Milan,Cagliari,Away,12309,4-2-3-1,3-1-4-2,2,1.4,58,21,5,17,0,0,0,1,0,W
2310,2022,Matchweek 31,Milan,Bologna,Home,68136,4-2-3-1,3-5-2,2,0.8,53,33,7,18.1,0,0,0,0,0,D
2311,2022,Matchweek 32,Milan,Torino,Away,23472,4-2-3-1,3-4-3,0.6,0.7,56,14,3,20.3,1,0,0,0,0,D
2312,2022,Matchweek 33,Milan,Genoa,Home,70259,4-3-3,4-3-2-1,1.4,0.3,59,10,5,14.2,0,0,0,2,0,W
2313,2022,Matchweek 34,Milan,Lazio,Away,25000,4-2-3-1,4-3-3,2.1,0.5,53,25,8,18.3,2,0,0,2,1,W
2314,2022,Matchweek 35,Milan,Fiorentina,Home,71542,4-2-3-1,4-3-3,1.2,0.7,49,13,2,15,0,0,0,1,0,W
2315,2022,Matchweek 36,Milan,Hellas Verona,Away,30154,4-2-3-1,3-4-3,3.2,1,53,18,8,17.8,0,0,0,3,1,W
2316,2022,Matchweek 37,Milan,Atalanta,Home,73304,4-2-3-1,3-4-3,1.3,0.6,46,12,6,21.5,1,0,0,2,0,W
2317,2022,Matchweek 38,Milan,Sassuolo,Away,21584,4-2-3-1,4-3-3,2.8,0.5,47,18,11,14.3,0,0,0,3,0,W
2318,2022,Matchweek 1,Internazionale,Genoa,Home,27402,3-5-1-1,3-4-1-2,1.6,1.1,60,16,8,15,0,0,0,4,0,W
2319,2022,Matchweek 2,Internazionale,Hellas Verona,Away,11214,3-5-1-1,3-4-3,1.5,1,57,15,7,15.9,0,0,0,3,1,W
2320,2022,Matchweek 3,Internazionale,Sampdoria,Away,7441,3-5-2,4-4-2,1.1,1.1,48,8,3,16.1,1,0,0,2,2,D
2321,2022,Matchweek 4,Internazionale,Bologna,Home,35278,3-5-2,4-2-3-1,2.8,0.5,45,19,11,15.3,0,0,0,6,1,W
2322,2022,Matchweek 5,Internazionale,Fiorentina,Away,15927,3-5-2,4-3-3,2.2,1.6,47,17,5,14.2,1,0,0,3,1,W
2323,2022,Matchweek 6,Internazionale,Atalanta,Home,36517,3-5-2,3-4-1-2,3.9,1.9,49,18,6,14,1,0,1,2,2,D
2324,2022,Matchweek 7,Internazionale,Sassuolo,Away,10400,3-5-2,4-2-3-1,2.2,1.4,45,17,2,16.5,0,1,1,2,1,W
2325,2022,Matchweek 8,Internazionale,Lazio,Away,42000,3-5-1-1,4-3-3,1.4,2.5,48,11,3,18.7,0,1,1,1,3,L
2326,2022,Matchweek 9,Internazionale,Juventus,Home,56532,3-5-2,4-4-2,0.8,1.7,49,10,2,18.8,0,0,0,1,1,D
2327,2022,Matchweek 10,Internazionale,Empoli,Away,9335,3-5-2,4-3-1-2,2.1,0.5,69,21,9,16.5,0,0,0,2,0,W
2328,2022,Matchweek 11,Internazionale,Udinese,Home,48076,3-5-2,3-4-3,2.1,0.4,66,15,5,17.9,0,0,0,2,0,W
2329,2022,Matchweek 12,Internazionale,Milan,Away,56608,3-5-2,4-2-3-1,2.6,1,50,11,0,21.5,0,1,2,1,1,D
2330,2022,Matchweek 13,Internazionale,Napoli,Home,56649,3-5-2,4-2-3-1,1.8,0.9,45,16,6,17.1,0,1,1,3,2,W
2331,2022,Matchweek 14,Internazionale,Venezia,Away,8303,3-5-2,4-3-2-1,2.5,0.2,56,26,10,17.3,1,1,1,2,0,W
2332,2022,Matchweek 15,Internazionale,Spezia,Home,30076,3-5-2,5-3-2,2.9,0.3,63,30,10,19.2,1,1,1,2,0,W
2333,2022,Matchweek 16,Internazionale,Roma,Away,51185,3-5-2,3-1-4-2,1.3,0.7,66,10,4,16.5,0,0,0,3,0,W
2334,2022,Matchweek 17,Internazionale,Cagliari,Home,33712,3-5-2,3-5-2,3.3,0.3,75,23,14,17.5,0,0,1,4,0,W
2335,2022,Matchweek 18,Internazionale,Salernitana,Away,18000,3-5-2,5-3-2,3,0.7,65,23,8,13.2,0,0,0,5,0,W
2336,2022,Matchweek 19,Internazionale,Torino,Home,41413,3-5-2,3-4-3,1.2,0.5,54,15,3,19.8,1,0,0,1,0,W
2337,2022,Matchweek 21,Internazionale,Lazio,Home,29471,3-5-2,4-3-3,2,1.6,60,17,5,18,1,0,0,2,1,W
2338,2022,Matchweek 22,Internazionale,Atalanta,Away,5000,3-5-2,4-3-3,1.8,1.6,63,11,3,14.1,0,0,0,0,0,D
2339,2022,Matchweek 23,Internazionale,Venezia,Home,5000,3-5-2,3-5-2,2.9,0.2,70,24,12,17.1,2,0,0,2,1,W
2340,2022,Matchweek 24,Internazionale,Milan,Home,37918,3-5-2,4-2-3-1,1,1.4,46,11,5,17.5,0,0,0,1,2,L
2341,2022,Matchweek 25,Internazionale,Napoli,Away,27000,3-5-2,4-2-3-1,0.6,1.5,52,8,2,13.8,0,0,0,1,1,D
2342,2022,Matchweek 26,Internazionale,Sassuolo,Home,28324,3-5-2,4-2-3-1,2.9,1.6,59,29,8,15,0,0,0,0,2,L
2343,2022,Matchweek 27,Internazionale,Genoa,Away,14314,3-5-2,4-2-3-1,1.4,0.8,72,21,4,14.9,1,0,0,0,0,D
