,Season,Round,Team,Opponent,Venue,Attendance,Formation,Opp Formation,xG,xGA,Poss,Sh,SoT,Dist,FK,PK,PKatt,GF,GA,Result
3359,2021,Matchweek 16,Sampdoria,Inter,Home,,4-4-2,3-5-2,1.3,2.7,37,9,2,21,1,1,1,2,1,W
3360,2021,Matchweek 17,Sampdoria,Spezia,Away,,4-4-1-1,4-3-3,0.7,1.5,44,6,3,12.2,0,0,0,1,2,L
3361,2021,Matchweek 18,Sampdoria,Udinese,Home,,4-4-1-1,3-5-1-1,1.5,2.1,54,14,5,18.6,0,1,1,2,1,W
3362,2021,Matchweek 19,Sampdoria,Parma,Away,,4-3-1-2,4-3-1-2,1.7,0.4,49,11,3,16.7,0,0,0,2,0,W
3363,2021,Matchweek 20,Sampdoria,Juventus,Home,,4-1-3-2,4-4-2,0.5,1.5,39,6,1,18.4,0,0,0,0,2,L
3364,2021,Matchweek 21,Sampdoria,Benevento,Away,,4-1-2-1-2◆,4-3-2-1,1.7,1,64,13,5,12.5,0,0,0,1,1,D
3365,2021,Matchweek 22,Sampdoria,Fiorentina,Home,,4-4-1-1,3-5-2,1.1,1.3,49,8,3,16.7,0,0,0,2,1,W
3366,2021,Matchweek 23,Sampdoria,Lazio,Away,,3-4-1-2,3-5-2,1.3,1.4,44,10,0,12.9,1,0,0,0,1,L
3367,2021,Matchweek 24,Sampdoria,Atalanta,Home,,4-4-1-1,3-5-2,0.4,1.6,45,8,2,20.7,2,0,0,0,2,L
3368,2021,Matchweek 25,Sampdoria,Genoa,Away,,4-4-2,3-5-2,0.5,0.2,50,11,4,21.1,0,0,0,1,1,D
3369,2021,Matchweek 26,Sampdoria,Cagliari,Home,,4-4-2,3-5-2,0.6,0.6,51,12,5,20.8,0,0,0,2,2,D
3370,2021,Matchweek 27,Sampdoria,Bologna,Away,,4-1-4-1,4-2-3-1,1.6,1.9,56,18,4,17.2,1,0,0,1,3,L
3371,2021,Matchweek 28,Sampdoria,Torino,Home,,4-4-2,3-5-2,0.9,0.7,36,6,2,19,0,0,0,1,0,W
3372,2021,Matchweek 29,Sampdoria,Milan,Away,,4-4-2,4-2-3-1,0.8,1.2,37,6,4,18.4,0,0,0,1,1,D
3373,2021,Matchweek 30,Sampdoria,Napoli,Home,,4-4-2,4-2-3-1,1,1.7,43,13,4,16.7,2,0,0,0,2,L
3374,2021,Matchweek 31,Sampdoria,Hellas Verona,Home,,4-4-1-1,3-4-3,1.8,1.6,49,11,4,15.2,0,1,1,3,1,W
3375,2021,Matchweek 32,Sampdoria,Crotone,Away,,4-4-2,3-5-1-1,1.9,0.8,58,14,5,12.8,0,0,0,1,0,W
3376,2021,Matchweek 33,Sampdoria,Sassuolo,Away,,4-4-2,4-1-4-1,1.1,1.6,34,11,2,18.5,0,0,0,0,1,L
3377,2021,Matchweek 34,Sampdoria,Roma,Home,,4-4-1-1,3-4-3,1.3,1.7,53,13,7,15.6,0,0,0,2,0,W
3378,2021,Matchweek 35,Sampdoria,Inter,Away,,4-4-1-1,3-5-2,1.5,1.9,45,14,3,14.7,0,0,0,1,5,L
3379,2021,Matchweek 36,Sampdoria,Spezia,Home,,4-4-2,4-4-2,1.5,2.6,61,16,5,17,1,0,0,2,2,D
3380,2021,Matchweek 37,Sampdoria,Udinese,Away,,5-3-2,3-5-1-1,1.5,0.4,47,15,5,23,0,1,1,1,0,W
3381,2021,Matchweek 38,Sampdoria,Parma,Home,,5-3-2,3-5-2,0.9,0.8,45,12,4,20.3,1,0,0,3,0,W
3382,2021,Matchweek 1,Hellas Verona,Roma,Home,,3-4-3,3-4-3,,,40,8,3,,,0,0,3,0,W
3383,2021,Matchweek 2,Hellas Verona,Udinese,Home,1000,3-4-3,3-5-2,0.9,2.2,47,14,2,17.2,0,0,0,1,0,W
3384,2021,Matchweek 3,Hellas Verona,Parma,Away,1000,3-4-3,4-3-1-2,0.6,1.1,60,8,2,16.2,0,0,0,0,1,L
3385,2021,Matchweek 4,Hellas Verona,Genoa,Home,10002,3-4-3,3-5-2,1.1,0.4,58,18,10,16.4,0,0,0,0,0,D
3386,2021,Matchweek 5,Hellas Verona,Juventus,Away,1000,3-4-3,3-5-2,0.7,1.5,38,6,2,15.6,0,0,0,1,1,D
3387,2021,Matchweek 6,Hellas Verona,Benevento,Home,,3-4-3,4-3-2-1,2.1,1.5,44,14,6,16.9,1,0,0,3,1,W
3388,2021,Matchweek 7,Hellas Verona,Milan,Away,,3-4-3,4-2-3-1,1.6,3.5,34,7,2,9.2,0,0,0,2,2,D
3389,2021,Matchweek 8,Hellas Verona,Sassuolo,Home,,4-4-2,4-2-3-1,1.5,0.4,52,19,3,16.6,1,0,0,0,2,L
3390,2021,Matchweek 9,Hellas Verona,Atalanta,Away,,3-4-3,3-4-3,1.9,1.4,42,6,1,30.3,0,1,1,2,0,W
3391,2021,Matchweek 10,Hellas Verona,Cagliari,Home,,3-4-3,4-2-3-1,2.7,1.5,52,18,3,11.2,0,0,0,1,1,D
3392,2021,Matchweek 11,Hellas Verona,Lazio,Away,,4-2-3-1,3-5-2,0.9,0.7,41,7,4,13.9,0,0,0,2,1,W
3393,2021,Matchweek 12,Hellas Verona,Sampdoria,Home,,3-4-3,4-4-1-1,1.8,1,55,7,2,21.7,0,1,1,1,2,L
3394,2021,Matchweek 13,Hellas Verona,Fiorentina,Away,,3-4-3,3-5-1-1,1.5,1.6,41,5,2,21.9,0,1,1,1,1,D
3395,2021,Matchweek 14,Hellas Verona,Inter,Home,,3-4-3,3-4-3,1.5,1.8,41,6,2,13.6,1,0,0,1,2,L
3396,2021,Matchweek 15,Hellas Verona,Spezia,Away,,3-4-3,4-3-3,1.3,0.9,47,12,3,16.9,0,0,0,1,0,W
3397,2021,Matchweek 16,Hellas Verona,Torino,Away,,3-4-3,3-5-2,0.4,1.4,54,8,2,18.6,0,0,0,1,1,D
3398,2021,Matchweek 17,Hellas Verona,Crotone,Home,,3-4-3,3-5-2,1.4,0.9,44,13,6,16,1,0,0,2,1,W
3399,2021,Matchweek 18,Hellas Verona,Bologna,Away,,3-4-3,4-2-3-1,0.8,2,52,8,1,20.7,1,0,0,0,1,L
3400,2021,Matchweek 19,Hellas Verona,Napoli,Home,,3-4-3,4-2-3-1,1.8,0.8,48,14,7,18.7,1,0,0,3,1,W
3401,2021,Matchweek 20,Hellas Verona,Roma,Away,,3-4-3,3-4-3,0.7,2,52,8,1,17.9,1,0,0,1,3,L
3402,2021,Matchweek 21,Hellas Verona,Udinese,Away,,3-4-3,3-4-3,0.3,2,54,6,0,17.2,0,0,0,0,2,L
3403,2021,Matchweek 22,Hellas Verona,Parma,Home,,3-4-3,4-3-3,1.2,1.5,50,12,4,17.1,2,0,0,2,1,W
3404,2021,Matchweek 23,Hellas Verona,Genoa,Away,,3-4-3,3-5-2,1.2,1,50,9,3,17.7,0,0,0,2,2,D
3405,2021,Matchweek 24,Hellas Verona,Juventus,Home,,3-4-3,3-5-2,0.8,1,45,13,4,18.3,0,0,0,1,1,D
3406,2021,Matchweek 25,Hellas Verona,Benevento,Away,,3-4-3,4-3-2-1,1.4,0.3,50,9,4,13.5,0,0,0,3,0,W
3407,2021,Matchweek 26,Hellas Verona,Milan,Home,,3-4-3,4-2-3-1,0.9,0.7,54,11,0,14.2,0,0,0,0,2,L
3408,2021,Matchweek 27,Hellas Verona,Sassuolo,Away,,3-4-3,4-2-3-1,1.2,1.6,59,13,5,17.4,0,0,0,2,3,L
3409,2021,Matchweek 28,Hellas Verona,Atalanta,Home,,3-4-3,4-2-3-1,0.5,2,52,3,1,18.3,0,0,0,0,2,L
3410,2021,Matchweek 29,Hellas Verona,Cagliari,Away,,3-4-3,3-5-2,1.2,2.3,52,10,5,19.2,1,0,0,2,0,W
3411,2021,Matchweek 30,Hellas Verona,Lazio,Home,,3-4-3,3-5-2,0.3,0.6,45,5,0,20.7,0,0,0,0,1,L
3412,2021,Matchweek 31,Hellas Verona,Sampdoria,Away,,3-4-3,4-4-1-1,1.6,1.8,51,19,4,14.4,1,0,0,1,3,L
3413,2021,Matchweek 32,Hellas Verona,Fiorentina,Home,,3-4-3,3-5-2,1.9,1.3,64,9,4,10.9,0,0,0,1,2,L
3414,2021,Matchweek 33,Hellas Verona,Inter,Away,,3-4-3,3-5-2,1.3,0.9,51,12,1,13.4,0,0,0,0,1,L
3415,2021,Matchweek 34,Hellas Verona,Spezia,Home,,3-4-3,4-3-3,1.7,1.2,46,8,5,14.5,1,0,0,1,1,D
3416,2021,Matchweek 35,Hellas Verona,Torino,Home,,3-4-3,3-1-4-2,2.1,0.7,57,24,6,17.7,0,0,0,1,1,D
3417,2021,Matchweek 36,Hellas Verona,Crotone,Away,,3-4-3,3-5-2,0.9,0.4,63,11,3,14.5,0,0,0,1,2,L
3418,2021,Matchweek 37,Hellas Verona,Bologna,Home,,3-4-3,4-2-3-1,1.3,2.3,51,12,2,18.6,1,0,0,2,2,D
3419,2021,Matchweek 38,Hellas Verona,Napoli,Away,,3-4-3,4-2-3-1,0.6,1.1,45,8,3,17.6,0,0,0,1,1,D
3420,2021,Matchweek 1,Genoa,Crotone,Home,,3-5-2,3-4-1-2,2.3,1.6,49,14,6,15.6,0,0,0,4,1,W
3421,2021,Matchweek 2,Genoa,Napoli,Away,1000,3-5-2,4-2-3-1,0.7,2.9,43,6,0,18.4,0,0,0,0,6,L
3422,2021,Matchweek 4,Genoa,Hellas Verona,Away,10002,3-5-2,3-4-3,0.4,1.1,42,6,2,19.3,2,0,0,0,0,D
3423,2021,Matchweek 5,Genoa,Inter,Home,1000,3-5-2,3-4-1-2,0,1.7,40,1,0,30.9,0,0,0,0,2,L
3424,2021,Matchweek 6,Genoa,Sampdoria,Away,,4-3-2-1,4-4-2,1.2,0.8,45,11,4,19.5,0,0,0,1,1,D
3425,2021,Matchweek 3,Genoa,Torino,Home,,4-3-2-1,4-3-1-2,1.4,0.3,51,17,2,17.9,0,0,0,1,2,L
3426,2021,Matchweek 7,Genoa,Roma,Home,,4-3-2-1,3-4-3,0.6,2.6,51,7,5,19.9,0,0,0,1,3,L
3427,2021,Matchweek 8,Genoa,Udinese,Away,,3-5-2,3-5-2,0.6,0.4,54,11,1,18.5,0,0,0,0,1,L
3428,2021,Matchweek 9,Genoa,Parma,Home,,3-5-2,4-3-2-1,1.6,1.1,52,14,5,21.8,0,0,0,1,2,L
3429,2021,Matchweek 10,Genoa,Fiorentina,Away,,4-1-2-1-2◆,4-3-3,1.3,2.6,39,5,3,15.6,0,0,0,1,1,D
3430,2021,Matchweek 11,Genoa,Juventus,Home,,4-4-2,3-5-2,0.2,3.4,31,3,2,20.4,1,0,0,1,3,L
3431,2021,Matchweek 12,Genoa,Milan,Home,,4-4-2,4-2-3-1,1.1,2.2,42,9,4,12.8,0,0,0,2,2,D
3432,2021,Matchweek 13,Genoa,Benevento,Away,,4-4-2,4-3-2-1,0.3,1.5,58,8,2,24.8,1,0,0,0,2,L
3433,2021,Matchweek 14,Genoa,Spezia,Away,,3-5-2,4-3-3,1.4,0.5,33,6,4,20.9,0,1,1,2,1,W
3434,2021,Matchweek 15,Genoa,Lazio,Home,,3-5-2,3-5-2,0.9,1.4,40,10,3,17.2,0,0,0,1,1,D
3435,2021,Matchweek 16,Genoa,Sassuolo,Away,,3-5-2,4-2-3-1,1.1,2.1,37,7,2,9.2,0,0,0,1,2,L
3436,2021,Matchweek 17,Genoa,Bologna,Home,,3-5-2,4-2-3-1,1.3,0.9,36,10,7,14,0,0,0,2,0,W
3437,2021,Matchweek 18,Genoa,Atalanta,Away,,3-5-2,3-4-3,0.8,1.6,36,7,3,17,0,0,0,0,0,D
3438,2021,Matchweek 19,Genoa,Cagliari,Home,,3-5-2,4-3-2-1,1.7,1,41,11,5,14.5,0,0,0,1,0,W
3439,2021,Matchweek 20,Genoa,Crotone,Away,,3-5-2,3-5-2,1.3,0.6,45,11,4,16.3,0,0,0,3,0,W
3440,2021,Matchweek 21,Genoa,Napoli,Home,,3-5-2,4-3-3,1,2,34,4,2,11.8,0,0,0,2,1,W
3441,2021,Matchweek 22,Genoa,Torino,Away,,3-5-2,3-5-2,0.3,0.4,54,6,2,21.6,1,0,0,0,0,D
3442,2021,Matchweek 23,Genoa,Hellas Verona,Home,,3-5-2,3-4-3,1,1.2,50,14,3,17.3,1,0,0,2,2,D
3443,2021,Matchweek 24,Genoa,Inter,Away,,3-5-2,3-5-2,0.1,2.7,49,3,2,25.4,0,0,0,0,3,L
3444,2021,Matchweek 25,Genoa,Sampdoria,Home,,3-5-2,4-4-2,0.2,0.5,50,6,1,19,0,0,0,1,1,D
3445,2021,Matchweek 26,Genoa,Roma,Away,,3-5-2,3-4-3,0.2,1,46,6,2,22.1,0,0,0,0,1,L
3446,2021,Matchweek 27,Genoa,Udinese,Home,,3-5-2,3-5-2,1.5,1.8,57,11,2,15,0,0,0,1,1,D
3447,2021,Matchweek 28,Genoa,Parma,Away,,3-5-2,4-3-3,1.2,2.3,44,9,2,16.8,0,0,0,2,1,W
3448,2021,Matchweek 29,Genoa,Fiorentina,Home,,3-5-2,3-5-2,1.1,0.9,56,8,1,16.7,0,0,0,1,1,D
3449,2021,Matchweek 30,Genoa,Juventus,Away,,3-5-2,4-4-2,0.9,2.7,43,10,3,18.6,1,0,0,1,3,L
3450,2021,Matchweek 31,Genoa,Milan,Away,,3-5-2,4-2-3-1,1,1.3,47,12,2,18.2,0,0,0,1,2,L
3451,2021,Matchweek 32,Genoa,Benevento,Home,,3-5-2,3-5-2,1.3,1.1,63,13,4,18.2,0,0,0,2,2,D
3452,2021,Matchweek 33,Genoa,Spezia,Home,,3-5-2,4-3-3,2.1,0.9,35,10,6,16.3,0,0,0,2,0,W
3453,2021,Matchweek 34,Genoa,Lazio,Away,,3-5-2,3-5-2,1.1,2.5,48,8,4,21.3,0,1,1,3,4,L
3454,2021,Matchweek 35,Genoa,Sassuolo,Home,,3-5-2,4-2-3-1,0.8,1.6,40,14,4,15.8,1,0,0,1,2,L
3455,2021,Matchweek 36,Genoa,Bologna,Away,,4-3-1-2,4-2-3-1,1.4,2.7,34,10,6,21,0,1,1,2,0,W
3456,2021,Matchweek 37,Genoa,Atalanta,Home,,3-1-4-2,3-4-3,1.8,2.1,40,9,5,23.6,2,1,1,3,4,L
3457,2021,Matchweek 38,Genoa,Cagliari,Away,,3-5-2,5-3-2,1.4,2.2,49,11,5,18.3,1,0,0,1,0,W
3458,2021,Matchweek 1,Bologna,Milan,Away,1000,4-2-3-1,4-2-3-1,1.1,2.6,42,13,4,16.8,0,0,0,0,2,L
3459,2021,Matchweek 2,Bologna,Parma,Home,1000,4-2-3-1,4-3-3,1.6,1.4,58,12,8,15,1,0,0,4,1,W
3460,2021,Matchweek 3,Bologna,Benevento,Away,1000,4-2-3-1,4-3-2-1,2,1,60,17,7,18.5,1,0,0,0,1,L
3461,2021,Matchweek 4,Bologna,Sassuolo,Home,1000,4-4-2,4-2-3-1,1.4,2.7,48,14,6,16.6,1,0,0,3,4,L
3462,2021,Matchweek 5,Bologna,Lazio,Away,1000,4-2-3-1,3-5-2,1.7,1.5,52,21,5,18,1,0,0,1,2,L
3463,2021,Matchweek 6,Bologna,Cagliari,Home,,4-2-3-1,4-2-3-1,1.1,1.2,52,22,9,20.6,2,0,0,3,2,W
3464,2021,Matchweek 7,Bologna,Napoli,Home,,4-2-3-1,4-2-3-1,0.7,1.4,48,9,3,20.9,0,0,0,0,1,L
3465,2021,Matchweek 8,Bologna,Sampdoria,Away,,4-1-4-1,4-3-3,1.6,0.9,55,11,3,17.1,0,0,0,2,1,W
3466,2021,Matchweek 9,Bologna,Crotone,Home,,4-2-3-1,3-5-2,1.8,0.4,51,14,7,13.7,0,0,0,1,0,W
3467,2021,Matchweek 10,Bologna,Inter,Away,,3-4-3,3-5-2,1.4,2,54,14,7,20,2,0,0,1,3,L
3468,2021,Matchweek 11,Bologna,Roma,Home,,4-2-3-1,3-4-3,0.4,3.1,54,7,1,17.2,1,0,0,1,5,L
3469,2021,Matchweek 12,Bologna,Spezia,Away,,4-2-3-1,4-3-3,1.4,2.5,55,9,5,19.7,1,0,1,2,2,D
3470,2021,Matchweek 13,Bologna,Torino,Away,,4-2-3-1,4-3-1-2,1.9,1.2,49,16,6,17.7,0,0,0,1,1,D
3471,2021,Matchweek 14,Bologna,Atalanta,Home,,4-2-3-1,3-4-1-2,1,1.4,47,9,3,17.2,1,0,0,2,2,D
3472,2021,Matchweek 15,Bologna,Fiorentina,Away,,4-2-3-1,3-5-2,0.8,0.5,53,7,3,17,0,0,0,0,0,D
3473,2021,Matchweek 16,Bologna,Udinese,Home,,4-2-3-1,3-5-2,1.2,2.1,37,10,6,19.9,1,0,0,2,2,D
3474,2021,Matchweek 17,Bologna,Genoa,Away,,4-2-3-1,3-5-2,0.9,1.3,64,14,3,24.7,2,0,0,0,2,L
3475,2021,Matchweek 18,Bologna,Hellas Verona,Home,,4-2-3-1,3-4-3,2,0.8,48,19,4,17.1,0,1,1,1,0,W
3476,2021,Matchweek 19,Bologna,Juventus,Away,,4-2-3-1,4-4-2,0.5,3,47,11,2,19.3,1,0,0,0,2,L
3477,2021,Matchweek 20,Bologna,Milan,Home,,4-2-3-1,4-2-3-1,1.6,2.5,49,11,5,19.7,1,0,0,1,2,L
3478,2021,Matchweek 21,Bologna,Parma,Away,,4-2-3-1,3-4-3,1.3,0.9,42,15,5,20.8,2,0,0,3,0,W
3479,2021,Matchweek 22,Bologna,Benevento,Home,,4-2-3-1,4-3-2-1,1.7,0.8,58,12,2,18.8,0,0,0,1,1,D
3480,2021,Matchweek 23,Bologna,Sassuolo,Away,,4-2-3-1,4-2-3-1,0.5,1.7,27,5,2,24.5,0,0,0,1,1,D
3481,2021,Matchweek 24,Bologna,Lazio,Home,,4-2-3-1,3-5-2,1.3,2.5,40,11,6,20.1,0,0,0,2,0,W
3482,2021,Matchweek 25,Bologna,Cagliari,Away,,4-2-3-1,3-4-1-2,0.6,1.2,63,13,5,15.5,0,0,0,0,1,L
3483,2021,Matchweek 26,Bologna,Napoli,Away,,4-2-3-1,4-2-3-1,0.7,1,57,16,4,22,2,0,0,1,3,L
3484,2021,Matchweek 27,Bologna,Sampdoria,Home,,4-2-3-1,4-1-4-1,1.9,1.6,44,10,6,16.6,1,0,0,3,1,W
3485,2021,Matchweek 28,Bologna,Crotone,Away,,4-2-3-1,3-5-2,3.1,1.9,51,21,9,15.3,0,0,0,3,2,W
3486,2021,Matchweek 29,Bologna,Inter,Home,,4-2-3-1,3-5-2,1.1,1.9,56,12,2,18.6,1,0,0,0,1,L
3487,2021,Matchweek 30,Bologna,Roma,Away,,4-2-3-1,3-4-3,1.4,0.8,56,12,4,17.5,0,0,0,0,1,L
3488,2021,Matchweek 31,Bologna,Spezia,Home,,4-2-3-1,4-3-3,2.6,0.7,41,10,4,13.6,0,1,1,4,1,W
3489,2021,Matchweek 32,Bologna,Torino,Home,,4-2-3-1,3-5-2,0.3,2,48,8,1,24.6,0,0,0,1,1,D
3490,2021,Matchweek 33,Bologna,Atalanta,Away,,5-3-2,3-4-3,1.3,3.6,44,8,3,20.1,0,0,0,0,5,L
3491,2021,Matchweek 34,Bologna,Fiorentina,Home,,3-4-3,3-5-2,2.2,2,62,12,6,16.7,1,0,0,3,3,D
3492,2021,Matchweek 35,Bologna,Udinese,Away,,4-2-3-1,3-5-1-1,2.4,0.4,53,15,3,18.1,0,1,1,1,1,D
3493,2021,Matchweek 36,Bologna,Genoa,Home,,4-2-3-1,4-3-1-2,2.7,1.4,66,22,6,17.3,0,0,0,0,2,L
3494,2021,Matchweek 37,Bologna,Hellas Verona,Away,,4-2-3-1,3-4-3,2.3,1.3,49,13,5,17,1,0,0,2,2,D
3495,2021,Matchweek 38,Bologna,Juventus,Home,,4-2-3-1,4-4-2,1.1,3.3,49,20,5,22.4,0,0,0,1,4,L
3496,2021,Matchweek 1,Fiorentina,Torino,Home,,3-5-2,4-3-1-2,1.9,0.7,50,15,5,15.7,0,0,0,1,0,W
3497,2021,Matchweek 2,Fiorentina,Inter,Away,1000,3-5-2,3-4-1-2,2.4,2.3,33,10,4,14.8,0,0,0,3,4,L
3498,2021,Matchweek 3,Fiorentina,Sampdoria,Home,1000,3-5-2,4-4-2,1.7,2.2,64,22,5,18.9,1,0,0,1,2,L
3499,2021,Matchweek 4,Fiorentina,Spezia,Away,1000,3-5-2,4-3-3,1,0.9,48,9,3,10.1,0,0,0,2,2,D
3500,2021,Matchweek 5,Fiorentina,Udinese,Home,1000,3-5-2,3-5-2,1.1,2.6,45,5,3,14.2,0,0,0,3,2,W
3501,2021,Matchweek 6,Fiorentina,Roma,Away,,3-5-2,3-4-3,0.4,3,59,8,1,19.4,2,0,0,0,2,L
3502,2021,Matchweek 7,Fiorentina,Parma,Away,,3-5-2,3-5-2,0.5,0.2,64,6,4,19.7,1,0,0,0,0,D
3503,2021,Matchweek 8,Fiorentina,Benevento,Home,,4-2-3-1,4-3-2-1,1.1,0.6,62,7,2,10,0,0,0,0,1,L
3504,2021,Matchweek 9,Fiorentina,Milan,Away,,4-3-3,4-2-3-1,0.7,2.6,56,5,3,13.6,0,0,0,0,2,L
3505,2021,Matchweek 10,Fiorentina,Genoa,Home,,4-3-3,4-1-2-1-2,2.6,1.3,61,19,6,14.3,0,0,0,1,1,D
3506,2021,Matchweek 11,Fiorentina,Atalanta,Away,,4-2-3-1,3-4-3,0.3,2.7,47,4,2,18,0,0,0,0,3,L
3507,2021,Matchweek 12,Fiorentina,Sassuolo,Home,,3-5-2,4-2-3-1,2.1,1.6,34,15,3,19.6,1,1,1,1,1,D
3508,2021,Matchweek 13,Fiorentina,Hellas Verona,Home,,3-5-1-1,3-4-3,1.6,1.5,59,9,0,19.3,0,1,1,1,1,D
3509,2021,Matchweek 14,Fiorentina,Juventus,Away,,3-5-2,3-5-2,1.6,0.5,46,9,5,16,0,0,0,3,0,W
3510,2021,Matchweek 15,Fiorentina,Bologna,Home,,3-5-2,4-2-3-1,0.5,0.8,47,9,0,18.2,0,0,0,0,0,D
3511,2021,Matchweek 16,Fiorentina,Lazio,Away,,3-5-2,3-5-2,1.7,1.5,55,11,4,14.4,0,1,1,1,2,L
3512,2021,Matchweek 17,Fiorentina,Cagliari,Home,,3-4-3,4-1-2-1-2,1.9,1.2,52,14,4,17,0,0,0,1,0,W
3513,2021,Matchweek 18,Fiorentina,Napoli,Away,,3-4-3,4-2-3-1,1,2,52,11,1,15.6,0,0,0,0,6,L
3514,2021,Matchweek 19,Fiorentina,Crotone,Home,,3-5-2,3-5-2,1.2,0.7,45,13,6,18.1,1,0,0,2,1,W
3515,2021,Matchweek 20,Fiorentina,Torino,Away,,3-5-2,3-5-2,1.4,2.2,48,8,1,17,0,0,0,1,1,D
3516,2021,Matchweek 21,Fiorentina,Inter,Home,,5-3-2,3-5-2,0.6,2.2,45,15,3,19.4,0,0,0,0,2,L
3517,2021,Matchweek 22,Fiorentina,Sampdoria,Away,,3-5-2,4-4-1-1,1.3,1.1,51,16,6,18.4,1,0,0,1,2,L
3518,2021,Matchweek 23,Fiorentina,Spezia,Home,,3-5-2,4-3-3,2,1,38,10,5,11.6,0,0,0,3,0,W
3519,2021,Matchweek 24,Fiorentina,Udinese,Away,,3-5-2,3-5-2,0.4,0.7,54,8,2,19.3,0,0,0,0,1,L
3520,2021,Matchweek 25,Fiorentina,Roma,Home,,3-5-2,3-4-3,0.5,1.7,41,7,2,18.6,1,0,0,1,2,L
3521,2021,Matchweek 26,Fiorentina,Parma,Home,,3-5-1-1,4-3-1-2,1.1,2.7,42,5,2,9.5,0,0,0,3,3,D
3522,2021,Matchweek 27,Fiorentina,Benevento,Away,,3-5-2,4-3-3,1.9,1.9,40,11,5,14.3,0,0,0,4,1,W
3523,2021,Matchweek 28,Fiorentina,Milan,Home,,4-4-2,4-2-3-1,0.4,1.7,40,7,2,20.4,1,0,0,2,3,L
3524,2021,Matchweek 29,Fiorentina,Genoa,Away,,3-5-2,3-5-2,0.9,1.1,44,10,3,19.7,0,0,0,1,1,D
3525,2021,Matchweek 30,Fiorentina,Atalanta,Home,,3-5-2,3-4-1-2,1.4,3,40,10,2,16.9,1,0,0,2,3,L
3526,2021,Matchweek 31,Fiorentina,Sassuolo,Away,,3-5-2,4-2-3-1,0.8,2.2,29,7,5,17,0,0,0,1,3,L
3527,2021,Matchweek 32,Fiorentina,Hellas Verona,Away,,3-5-2,3-4-3,1.3,1.9,36,5,3,18.6,0,1,1,2,1,W
3528,2021,Matchweek 33,Fiorentina,Juventus,Home,,3-5-2,3-5-2,1.3,1.2,33,11,3,21.6,2,1,1,1,1,D
3529,2021,Matchweek 34,Fiorentina,Bologna,Away,,3-5-2,3-4-3,2,2.2,38,8,2,18.7,0,1,1,3,3,D
3530,2021,Matchweek 35,Fiorentina,Lazio,Home,,3-5-2,3-5-2,1.5,1.2,30,9,4,13.1,0,0,0,2,0,W
3531,2021,Matchweek 36,Fiorentina,Cagliari,Away,,3-5-2,4-2-3-1,0.1,0.5,44,2,0,16.4,0,0,0,0,0,D
3532,2021,Matchweek 37,Fiorentina,Napoli,Home,,3-5-2,4-2-3-1,0.5,1.9,41,7,3,15.4,1,0,0,0,2,L
3533,2021,Matchweek 38,Fiorentina,Crotone,Away,,3-5-2,3-5-2,0.5,2.2,46,9,1,20.4,1,0,0,0,0,D
3534,2021,Matchweek 2,Udinese,Hellas Verona,Away,1000,3-5-2,3-4-3,2.2,0.9,53,22,5,15.9,0,0,0,0,1,L
3535,2021,Matchweek 1,Udinese,Spezia,Home,1000,3-5-2,4-3-3,1.8,0.8,49,13,3,16.4,0,0,0,0,2,L
3536,2021,Matchweek 3,Udinese,Roma,Home,1000,3-5-2,3-4-3,1.5,1,45,10,4,19.7,0,0,0,0,1,L
3537,2021,Matchweek 4,Udinese,Parma,Home,1000,3-5-2,4-3-3,1.3,1,42,16,4,18.4,0,0,0,3,2,W
3538,2021,Matchweek 5,Udinese,Fiorentina,Away,1000,3-5-2,3-5-2,2.6,1.1,55,16,6,16.8,0,0,0,2,3,L
3539,2021,Matchweek 6,Udinese,Milan,Home,,4-3-3,4-2-3-1,1,1.1,40,8,1,26.1,0,1,1,1,2,L
3540,2021,Matchweek 7,Udinese,Sassuolo,Away,,5-3-2,3-4-3,0.1,0.1,38,2,0,14.1,0,0,0,0,0,D
3541,2021,Matchweek 8,Udinese,Genoa,Home,,3-5-2,3-5-2,0.4,0.6,46,8,2,22.6,2,0,0,1,0,W
3542,2021,Matchweek 9,Udinese,Lazio,Away,,3-5-2,3-5-2,1.5,1.2,44,9,4,16.7,0,0,0,3,1,W
3543,2021,Matchweek 11,Udinese,Torino,Away,,3-5-2,3-5-2,1.3,1,40,10,3,16,0,0,0,3,2,W
3544,2021,Matchweek 12,Udinese,Crotone,Home,,3-5-2,3-5-2,1.3,0.2,54,15,6,21.7,2,0,0,0,0,D
3545,2021,Matchweek 13,Udinese,Cagliari,Away,,3-5-2,4-2-3-1,1.5,0.6,47,13,4,15.3,0,0,0,1,1,D
3546,2021,Matchweek 14,Udinese,Benevento,Home,,3-5-2,4-3-2-1,2,0.3,61,15,3,19.2,2,0,0,0,2,L
3547,2021,Matchweek 15,Udinese,Juventus,Away,,3-5-2,4-4-2,1.7,2.5,37,10,3,15.4,0,0,0,1,4,L
3548,2021,Matchweek 16,Udinese,Bologna,Away,,3-5-2,4-2-3-1,2.1,1.2,63,17,6,17,1,0,0,2,2,D
3549,2021,Matchweek 17,Udinese,Napoli,Home,,3-5-1-1,4-2-3-1,2.1,1.7,37,17,8,16.7,0,0,0,1,2,L
3550,2021,Matchweek 18,Udinese,Sampdoria,Away,,3-5-1-1,4-4-1-1,2.1,1.5,46,15,4,16.5,0,0,0,1,2,L
